2008-01-06,US,PHX,MKE,1954,3.00,0.00,0,1900-1959,29.00,2026,2400,5.00,0020,0005,-15.00,0.00,-1,0001-0559,0.00,0.00,206.00,188.00,154.00,1.00,1460.00,6,,,,,,OT,106847,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,UA,DEN,EWR,1850,0.00,0.00,0,1800-1859,15.00,1905,2400,5.00,0033,0005,-28.00,0.00,-2,0001-0559,0.00,0.00,223.00,195.00,175.00,1.00,1605.00,7,,,,,,OT,109640,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,FL,ATL,DFW,2259,0.00,0.00,0,2200-2259,9.00,2308,2400,3.00,0013,0003,-10.00,0.00,-1,0001-0559,0.00,0.00,134.00,124.00,112.00,1.00,732.00,3,,,,,,OT,111894,2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,B6,JFK,DEN,2120,20.00,1.00,1,2100-2159,21.00,2201,2400,12.00,2355,0012,17.00,1.00,1,2300-2359,0.00,0.00,275.00,272.00,239.00,1.00,1626.00,7,0.00,0.00,0.00,0.00,17.00,DD,112805,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,B6,JFK,SFO,1825,135.00,1.00,9,1800-1859,25.00,2105,2400,9.00,2210,0009,119.00,1.00,7,2200-2259,0.00,0.00,405.00,389.00,355.00,1.00,2586.00,11,0.00,0.00,38.00,0.00,81.00,DD,112909,2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,OH,LGA,SAV,2143,0.00,0.00,0,2100-2159,34.00,2217,2400,3.00,0010,0003,-7.00,0.00,-1,0001-0559,0.00,0.00,147.00,140.00,103.00,1.00,722.00,3,,,,,,OT,113629,2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,UA,JFK,LAX,2040,-2.00,0.00,-1,2000-2059,22.00,2100,2400,28.00,0026,0028,2.00,0.00,0,0001-0559,0.00,0.00,406.00,410.00,360.00,1.00,2475.00,10,,,,,,OT,114907,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,UA,ORD,ATL,2057,25.00,1.00,1,2000-2059,14.00,2136,2400,9.00,2356,0009,13.00,0.00,0,2300-2359,0.00,0.00,119.00,107.00,84.00,1.00,606.00,3,,,,,,DD,117909,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,DL,SLC,CLT,1705,73.00,1.00,4,1700-1759,24.00,1842,2400,7.00,2247,0007,80.00,1.00,5,2200-2259,0.00,0.00,222.00,229.00,198.00,1.00,1727.00,7,1.00,0.00,7.00,0.00,72.00,DD,118356,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-06,DL,CVG,SLC,2105,78.00,1.00,5,2100-2159,13.00,2236,2400,8.00,2258,0008,70.00,1.00,4,2200-2259,0.00,0.00,233.00,225.00,204.00,1.00,1449.00,6,0.00,0.00,0.00,0.00,70.00,DD,118493,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,AA,TPA,ORD,1735,217.00,1.00,12,1700-1759,12.00,2124,2400,8.00,1929,0008,279.00,1.00,12,1900-1959,0.00,0.00,174.00,236.00,216.00,1.00,1012.00,5,0.00,0.00,254.00,0.00,25.00,DD,122825,2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,NW,MSP,MOT,2225,0.00,0.00,0,2200-2259,28.00,2253,2400,6.00,2357,0006,9.00,0.00,0,2300-2359,0.00,0.00,92.00,101.00,67.00,1.00,449.00,2,,,,,,DD,124676,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,NW,MSP,PHL,1922,77.00,1.00,5,1900-1959,12.00,2051,2400,7.00,2249,0007,78.00,1.00,5,2200-2259,0.00,0.00,147.00,148.00,129.00,1.00,980.00,4,70.00,0.00,1.00,0.00,7.00,DD,124700,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,F9,DEN,DAY,1930,4.00,0.00,0,1900-1959,14.00,1948,2400,6.00,2359,0006,7.00,0.00,0,2300-2359,0.00,0.00,149.00,152.00,132.00,1.00,1085.00,5,,,,,,DD,125898,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,UA,DEN,DTW,1915,-3.00,0.00,-1,1900-1959,17.00,1929,2400,10.00,0001,0010,9.00,0.00,0,0001-0559,0.00,0.00,166.00,178.00,151.00,1.00,1123.00,5,,,,,,DD,125982,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,WN,MDW,OAK,2010,90.00,1.00,6,2000-2059,6.00,2146,2400,6.00,2250,0006,76.00,1.00,5,2200-2259,0.00,0.00,280.00,266.00,254.00,1.00,1844.00,8,36.00,0.00,0.00,0.00,40.00,DD,127825,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,DL,ATL,CHS,2235,35.00,1.00,2,2200-2259,12.00,2322,2400,6.00,2337,0006,29.00,1.00,1,2300-2359,0.00,0.00,62.00,56.00,38.00,1.00,259.00,2,0.00,0.00,0.00,0.00,29.00,DD,129998,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,US,CLT,BDL,2200,12.00,0.00,0,2200-2259,17.00,2229,2400,4.00,2356,0004,8.00,0.00,0,2300-2359,0.00,0.00,116.00,112.00,91.00,1.00,644.00,3,,,,,,DD,132288,2212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,9E,DTW,SBN,2226,5.00,0.00,0,2200-2259,26.00,2257,2400,3.00,2325,0003,38.00,1.00,2,2300-2359,0.00,0.00,59.00,92.00,63.00,1.00,157.00,1,0.00,0.00,38.00,0.00,0.00,DD,136288,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,9E,MSP,OKC,2102,14.00,0.00,0,2100-2159,46.00,2202,2400,15.00,2310,0015,65.00,1.00,4,2300-2359,0.00,0.00,128.00,179.00,118.00,1.00,695.00,3,14.00,0.00,51.00,0.00,0.00,DD,137347,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,EV,ATL,ICT,2125,64.00,1.00,4,2100-2159,9.00,2238,2400,5.00,2245,0005,80.00,1.00,5,2200-2259,0.00,0.00,140.00,156.00,142.00,1.00,781.00,4,64.00,0.00,16.00,0.00,0.00,DD,138427,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,OO,ORD,LEX,1933,105.00,1.00,7,1900-1959,19.00,2137,2400,5.00,2152,0005,133.00,1.00,8,2100-2159,0.00,0.00,79.00,107.00,83.00,1.00,323.00,2,0.00,0.00,0.00,0.00,133.00,DD,139116,2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,NW,DTW,FLL,2106,0.00,0.00,0,2100-2159,18.00,2124,2400,3.00,0001,0003,2.00,0.00,0,0001-0559,0.00,0.00,175.00,177.00,156.00,1.00,1127.00,5,,,,,,OT,139187,2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-08,US,PHX,ORD,1947,3.00,0.00,0,1900-1959,25.00,2015,2400,6.00,0014,0006,-8.00,0.00,-1,0001-0559,0.00,0.00,207.00,196.00,165.00,1.00,1440.00,6,,,,,,OT,144199,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-08,AA,DFW,IAD,2015,11.00,0.00,0,2000-2059,10.00,2036,2400,6.00,2355,0006,11.00,0.00,0,2300-2359,0.00,0.00,160.00,160.00,144.00,1.00,1172.00,5,,,,,,DD,151069,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-08,WN,MDW,PHX,2130,0.00,0.00,0,2100-2159,11.00,2141,2400,4.00,0015,0004,-11.00,0.00,-1,0001-0559,0.00,0.00,225.00,214.00,199.00,1.00,1444.00,6,,,,,,OT,154240,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-08,UA,ORD,DTW,2120,28.00,1.00,1,2100-2159,17.00,2205,2400,8.00,2331,0008,37.00,1.00,2,2300-2359,0.00,0.00,71.00,80.00,55.00,1.00,235.00,1,15.00,0.00,9.00,0.00,13.00,DD,155129,2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-09,AA,DFW,LAS,2250,29.00,1.00,1,2200-2259,12.00,2331,2400,10.00,2335,0010,35.00,1.00,2,2300-2359,0.00,0.00,165.00,171.00,149.00,1.00,1055.00,5,29.00,0.00,6.00,0.00,0.00,DD,170978,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-10,YV,CLT,SDF,2205,0.00,0.00,0,2200-2259,53.00,2258,2400,5.00,2338,0005,27.00,1.00,1,2300-2359,0.00,0.00,93.00,120.00,62.00,1.00,336.00,2,0.00,0.00,27.00,0.00,0.00,DD,180225,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-10,AA,MIA,BOS,2100,3.00,0.00,0,2100-2159,23.00,2126,2400,5.00,0005,0005,0.00,0.00,0,0001-0559,0.00,0.00,185.00,182.00,154.00,1.00,1258.00,6,,,,,,OT,186509,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-10,OO,DEN,RFD,2000,49.00,1.00,3,2000-2059,31.00,2120,2400,4.00,2306,0004,58.00,1.00,3,2300-2359,0.00,0.00,126.00,135.00,100.00,1.00,829.00,4,0.00,0.00,0.00,0.00,58.00,DD,190607,2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-10,AQ,OAK,LAS,2305,-13.00,0.00,-1,2300-2359,10.00,2302,2400,10.00,0030,0010,-20.00,0.00,-2,0001-0559,0.00,0.00,84.00,78.00,58.00,1.00,407.00,2,,,,,,OT,193532,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-10,B6,JFK,IAD,2215,36.00,1.00,2,2200-2259,20.00,2311,2400,6.00,2339,0006,27.00,1.00,1,2300-2359,0.00,0.00,84.00,75.00,49.00,1.00,228.00,1,13.00,0.00,0.00,0.00,14.00,DD,198233,2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-10,B6,JFK,SFO,1825,125.00,1.00,8,1800-1859,26.00,2056,2400,7.00,2210,0007,117.00,1.00,7,2200-2259,0.00,0.00,405.00,397.00,364.00,1.00,2586.00,11,9.00,0.00,108.00,0.00,0.00,DD,198307,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-11,AA,DFW,DCA,2045,-4.00,0.00,-1,2000-2059,17.00,2058,2400,5.00,0020,0005,-15.00,0.00,-1,0001-0559,0.00,0.00,155.00,144.00,122.00,1.00,1192.00,5,,,,,,OT,203971,2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-11,WN,MDW,TPA,2050,-3.00,0.00,-1,2000-2059,7.00,2054,2400,4.00,0020,0004,-16.00,0.00,-2,0001-0559,0.00,0.00,150.00,137.00,126.00,1.00,997.00,4,,,,,,OT,211437,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-11,US,CLT,DFW,2215,7.00,0.00,0,2200-2259,12.00,2234,2400,3.00,0016,0003,-13.00,0.00,-1,0001-0559,0.00,0.00,181.00,161.00,146.00,1.00,936.00,4,,,,,,DD,214357,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-11,US,PHL,PHX,2050,11.00,0.00,0,2000-2059,24.00,2125,2400,3.00,0029,0003,-26.00,0.00,-2,0001-0559,0.00,0.00,339.00,302.00,275.00,1.00,2075.00,9,,,,,,DD,215104,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-11,B6,JFK,SYR,2255,-3.00,0.00,-1,2200-2259,26.00,2318,2400,5.00,0009,0005,-4.00,0.00,-1,0001-0559,0.00,0.00,74.00,73.00,42.00,1.00,209.00,1,,,,,,OT,218176,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-12,OO,LAX,SMF,2234,0.00,0.00,0,2200-2259,23.00,2257,2400,3.00,2359,0003,4.00,0.00,0,2300-2359,0.00,0.00,85.00,89.00,63.00,1.00,373.00,2,,,,,,OT,221719,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-13,YV,TUS,LAS,2230,87.00,1.00,5,2200-2259,7.00,0004,2400,15.00,2248,0015,87.00,1.00,5,2200-2259,0.00,0.00,78.00,78.00,56.00,1.00,365.00,2,87.00,0.00,0.00,0.00,0.00,DD,238418,2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-13,OH,LGA,SAV,2143,-3.00,0.00,-1,2100-2159,29.00,2209,2400,10.00,0010,0010,0.00,0.00,0,0001-0559,0.00,0.00,147.00,150.00,111.00,1.00,722.00,3,,,,,,OT,239112,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-13,OH,CVG,BOS,2055,18.00,1.00,1,2000-2059,68.00,2221,2400,4.00,2303,0004,61.00,1.00,4,2300-2359,0.00,0.00,128.00,171.00,99.00,1.00,752.00,4,18.00,0.00,43.00,0.00,0.00,DD,239365,2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-13,FL,BOS,MCO,1808,167.00,1.00,11,1800-1859,12.00,2107,2400,5.00,2108,0005,177.00,1.00,11,2100-2159,0.00,0.00,180.00,190.00,173.00,1.00,1121.00,5,0.00,0.00,10.00,0.00,167.00,DD,240558,2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-13,DL,ATL,TPA,2241,-2.00,0.00,-1,2200-2259,23.00,2302,2400,5.00,0003,0005,2.00,0.00,0,0001-0559,0.00,0.00,82.00,86.00,58.00,1.00,406.00,2,,,,,,OT,251856,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
